student_i,student_j,college_i,college_j,marks_i,marks_j,marks_diff,outcome_diff,weight
22088,18597,504001_mpc,503301_mpc,56.25,63.5,-7.25,5.0,0.8524312248010456
32030,23406,504401_mpc,504402_bpc,54.75,62.5,-7.75,-3.0,0.8904715593817787
13502,26532,505801_mpc,506001_mpc,65.25,87.5,-22.25,4.0,0.9688960465851005
4265,3512,507701_mpc,508201_mpc,42.5,46.25,-3.75,12.0,0.8595302564792107
3957,3762,504402_bpc,504702_bpc,52.5,72.5,-20.0,-3.0,0.9131174841988267
16277,24148,507002_bpc,506802_bpc,41.25,38.0,3.25,-15.0,0.7884251980340671
18193,5142,508904_cec,505402_bpc,29.0,27.5,1.5,-5.0,0.8516907854850193
38505,16462,514401_mpc,512601_mpc,86.75,98.75,-12.0,1.0,0.95514034320115
15955,17783,511201_mpc,511603_mec,31.25,23.75,7.5,-4.0,0.8360683811803893
32170,23259,512104_cec,513504_cec,16.25,5.0,11.25,29.0,0.916416089728192
10698,25170,501903_mec,502201_mpc,16.25,26.5,-10.25,-11.0,0.8948104795900216
12447,18445,503101_mpc,503601_mpc,26.5,30.0,-3.5,-12.0,0.8057486857338947
7198,1633,510101_mpc,512401_mpc,33.75,27.5,6.25,0.0,0.9033564291265941
4231,20925,508904_cec,509501_mpc,27.5,10.75,16.75,25.0,0.8188217156062689
29372,29849,506701_mpc,507301_mpc,11.75,19.25,-7.5,29.0,0.9570984808089963
25919,4209,507202_bpc,506702_bpc,42.5,38.75,3.75,6.0,0.7692095438782207
33397,25287,506101_mpc,509501_mpc,31.25,37.5,-6.25,3.0,0.8474732735868303
16825,10402,514002_bpc,514301_mpc,13.5,7.5,6.0,-8.442871,0.9508372224127043
12038,18316,505101_mpc,509001_mpc,30.0,27.5,2.5,19.0,0.8617824969415849
7053,13311,501801_mpc,501903_mec,29.25,35.25,-6.0,8.0,0.728760464778503
19258,1620,507802_bpc,508202_bpc,26.5,20.25,6.25,2.0,0.9270500673179428
17459,3984,508101_mpc,507401_mpc,27.25,23.75,3.5,4.0,0.8679481239505378
19805,15676,509501_mpc,506101_mpc,54.5,47.5,7.0,-13.0,0.9499825373106787
29022,5982,509104_cec,504201_mpc,13.75,9.75,4.0,10.0,0.8949424578403442
7810,16550,502101_mpc,501801_mpc,30.0,35.25,-5.25,3.0,0.9129189180332417
1313,18842,501601_mpc,502101_mpc,96.25,66.5,29.75,-4.0,0.9659098895085221
17972,19350,514002_bpc,514001_mpc,44.75,61.25,-16.5,-5.0,0.7175010058910885
14932,18858,503001_mpc,502802_bpc,20.25,26.0,-5.75,10.0,0.8528955929364656
11872,15789,512501_mpc,512601_mpc,34.25,35.25,-1.0,-13.0,0.9442109593234902
7203,20855,514301_mpc,514801_mpc,56.25,83.75,-27.5,-5.0,0.8696430232504058
10594,15205,505101_mpc,505901_mpc,36.75,36.25,0.5,25.0,0.959947563603223
11835,10392,504503_mec,504401_mpc,49.0,64.5,-15.5,-2.0,0.8831522537879569
18989,20131,514902_bpc,514201_mpc,42.0,48.75,-6.75,-5.0,0.5998388926974809
28669,9986,505102_bpc,505101_mpc,33.75,37.0,-3.25,-19.0,0.8310649723585122
11699,24897,504002_bpc,503201_mpc,64.5,70.0,-5.5,-24.0,0.9467881675166118
7125,19149,509401_mpc,509402_bpc,41.25,37.75,3.5,14.0,0.7052716511022469
24584,20882,504201_mpc,503101_mpc,54.0,55.25,-1.25,-23.442871,0.9054242166852734
14353,10024,506501_mpc,507001_mpc,42.5,56.25,-13.75,-1.0,0.7281362593759431
14334,26625,506202_bpc,506201_mpc,92.75,72.5,20.25,-1.0,0.9580765082755752
5659,3004,507502_bpc,508002_bpc,43.25,38.0,5.25,57.0,0.8118253592369628
691,12998,509201_mpc,508701_mpc,43.0,38.5,4.5,6.0,0.8575151434717804
10516,13228,505601_mpc,505301_mpc,65.0,94.0,-29.0,-8.0,0.9603978675645966
8350,20855,511201_mpc,514801_mpc,69.75,83.75,-14.0,5.0,0.9269332445231746
8341,12175,504503_mec,504701_mpc,7.5,15.0,-7.5,-34.0,0.8910953667765544
37023,24009,505204_cec,502504_cec,30.5,32.5,-2.0,-7.0,0.8674902360973805
293,18830,508402_bpc,509002_bpc,31.25,26.0,5.25,-6.0,0.9066469226037123
28756,7198,512401_mpc,510101_mpc,24.25,33.75,-9.5,-31.0,0.8473394117291928
13693,13952,511702_bpc,503201_mpc,77.5,95.0,-17.5,-19.0,0.9309708464027753
33967,14709,508701_mpc,509105_hec,23.25,17.75,5.5,-1.5571289,0.9066497284541998
24474,11043,502701_mpc,502702_bpc,37.5,40.0,-2.5,-6.0,0.8157871806488135
111,36499,511202_bpc,512104_cec,4.25,1.5,2.75,31.0,0.9547230391863355
14494,7810,502004_cec,502101_mpc,34.0,30.0,4.0,-22.0,0.8041346777328553
10542,3859,514801_mpc,514601_mpc,73.75,56.25,17.5,-1.0,0.9582636061695246
19557,9194,506701_mpc,506904_cec,23.0,22.0,1.0,16.0,0.9036223154362016
12554,3617,503001_mpc,502801_mpc,57.5,49.75,7.75,5.0,0.9151314474572986
18668,23507,508001_mpc,507501_mpc,38.75,45.0,-6.25,-20.0,0.838716378900958
24413,1160,514601_mpc,511401_mpc,82.75,105.0,-22.25,-3.0,0.9530367321924926
39207,8503,505502_bpc,505102_bpc,46.5,40.0,6.5,-7.0,0.8854941659570837
19565,18555,505101_mpc,505401_mpc,96.5,75.25,21.25,-2.0,0.9843034078929634
4931,2111,507401_mpc,508001_mpc,40.0,36.25,3.75,-2.0,0.6951379602107419
7897,11772,512702_bpc,512501_mpc,58.75,75.0,-16.25,3.0,0.9360562177041712
12152,18137,503905_hec,503201_mpc,22.75,15.25,7.5,10.0,0.8682081065330163
14370,10426,502801_mpc,502802_bpc,32.5,36.0,-3.5,1.0,0.7303581035754355
21182,14644,506301_mpc,506201_mpc,46.5,58.75,-12.25,-31.0,0.8852451393875729
33735,28756,512104_cec,512401_mpc,12.5,24.25,-11.75,2.0,0.9001329161565902
4983,2823,507904_cec,508102_bpc,10.25,8.75,1.5,35.0,0.9547897645323404
28292,6433,513403_mec,513104_cec,36.5,35.0,1.5,20.0,0.7612138855751408
15480,22829,506501_mpc,507301_mpc,25.75,31.25,-5.5,22.0,0.8832563946067096
27267,15824,501903_mec,501801_mpc,33.75,36.25,-2.5,-17.0,0.7499593740691347
15625,16354,501602_bpc,501802_bpc,42.0,43.25,-1.25,-5.0,0.9635685153438066
14973,6492,502005_hec,502505_hec,20.0,4.5,15.5,32.0,0.8182108404806641
19215,24524,501802_bpc,502102_bpc,45.75,42.5,3.25,-12.0,0.951048801252217
19383,29797,505101_mpc,505402_bpc,30.25,27.5,2.75,17.0,0.8705029537873588
2030,26493,505801_mpc,505301_mpc,81.25,63.75,17.5,-1.0,0.9702080886423844
1582,20667,502802_bpc,502504_cec,46.25,58.75,-12.5,-3.0,0.8453507537031105
6344,7372,504503_mec,504504_cec,25.0,16.25,8.75,14.0,0.8929692451842159
18101,9942,508904_cec,509002_bpc,46.0,55.0,-9.0,-27.0,0.7993624866832709
10816,17734,509202_bpc,509302_bpc,38.25,42.5,-4.25,-11.0,0.8077093540486249
5965,23991,503601_mpc,503101_mpc,37.5,42.5,-5.0,36.0,0.8737801857764199
30640,29858,505203_mec,508904_cec,24.75,11.5,13.25,-18.557129,0.8428064076621483
17679,80,514302_bpc,514402_bpc,21.0,13.75,7.25,-8.557129,0.9360656545863668
8874,27329,502004_cec,501602_bpc,35.0,40.0,-5.0,-23.0,0.8147715707197489
5139,10780,509302_bpc,508402_bpc,29.5,30.0,-0.5,4.0,0.9888515125371987
18668,10141,508001_mpc,508201_mpc,38.75,37.0,1.75,-15.0,0.8333955794420482
11124,18833,515001_mpc,509201_mpc,41.25,39.0,2.25,6.0,0.8355430810814228
27699,11541,512202_bpc,512402_bpc,39.75,48.5,-8.75,25.0,0.7892310678545038
27552,7541,508801_mpc,509301_mpc,50.0,75.75,-25.75,4.0,0.8765014459033019
2091,17743,504701_mpc,504402_bpc,31.25,34.75,-3.5,25.0,0.7964569697423003
5087,39301,514802_bpc,514601_mpc,16.25,11.5,4.75,-37.0,0.8441836481988632
12939,3470,507402_bpc,507904_cec,23.5,9.25,14.25,10.0,0.9060561716178669
18222,15177,512502_bpc,512702_bpc,41.25,48.5,-7.25,-36.0,0.8360330355910998
9828,30546,511202_bpc,511401_mpc,40.25,41.25,-1.0,16.0,0.6817266523251612
8249,10877,503302_bpc,504202_bpc,35.0,31.0,4.0,17.0,0.6823974468458087
27011,4616,508904_cec,509105_hec,15.25,2.0,13.25,3.442871,0.9049898807785283
29893,17049,504001_mpc,503101_mpc,21.5,21.25,0.25,-3.0,0.8586547052458656
13333,3731,502201_mpc,502101_mpc,40.0,37.75,2.25,1.0,0.8902583097036093
4171,3585,513601_mpc,514402_bpc,3.5,1.0,2.5,15.0,0.893316845627491
26223,22489,513601_mpc,513903_mec,9.0,10.0,-1.0,-19.0,0.9387730314243056
8624,10769,504201_mpc,509501_mpc,50.0,55.0,-5.0,-5.0,0.8769551657048162
18642,22432,512701_mpc,512501_mpc,42.5,56.25,-13.75,-1.0,0.8224145039911035
12373,1927,505901_mpc,502505_hec,20.0,11.25,8.75,-12.0,0.8630492717849548
32170,33141,512104_cec,513504_cec,16.25,15.25,1.0,48.0,0.9371651601284383
25959,6113,506201_mpc,506202_bpc,77.5,65.5,12.0,41.0,0.9591938335369657
36670,8406,504201_mpc,503905_hec,26.5,10.5,16.0,-20.0,0.799589967174524
22263,12839,505501_mpc,505301_mpc,47.25,44.25,3.0,11.0,0.8727702466607531
14889,15158,501802_bpc,502202_bpc,69.5,69.5,0.0,-18.0,0.9787526729025872
37328,14380,505602_bpc,506002_bpc,26.25,10.25,16.0,-27.0,0.8574995457206047
15944,17072,509302_bpc,515002_bpc,51.75,72.5,-20.75,3.0,0.8706167250887473
113,18018,509502_bpc,515002_bpc,43.75,53.25,-9.5,2.0,0.7952420954008228
37587,22299,514702_bpc,513403_mec,35.0,40.5,-5.5,-13.0,0.7852469840584743
7386,23822,503101_mpc,503801_mpc,63.0,60.0,3.0,-11.0,0.9031479757317235
29002,34284,505302_bpc,506002_bpc,49.75,46.25,3.5,3.0,0.9305139480988145
6933,39176,512701_mpc,512601_mpc,31.5,23.0,8.5,-18.0,0.8895419207897692
16689,10466,511402_bpc,511201_mpc,27.5,27.5,0.0,40.0,0.8329032581209717
16666,32538,505401_mpc,505801_mpc,45.0,58.75,-13.75,-1.0,0.8228222836535282
18896,3320,509202_bpc,509302_bpc,37.5,41.5,-4.0,-7.0,0.7710042434450113
31354,30110,511702_bpc,513503_mec,18.75,29.0,-10.25,-28.0,0.8412493142686179
10387,6803,513403_mec,513404_cec,21.25,8.75,12.5,10.0,0.895998994916354
14682,1559,505701_mpc,505601_mpc,68.75,103.0,-34.25,2.0,0.9780435125934938
30137,14859,506702_bpc,506802_bpc,18.75,13.0,5.75,-2.0,0.9341719043156244
19310,6419,507904_cec,507701_mpc,18.75,15.25,3.5,-12.0,0.9383096882819515
16444,12435,506302_bpc,506202_bpc,47.75,45.0,2.75,15.0,0.9728125018667391
14007,2644,503801_mpc,503601_mpc,31.75,36.75,-5.0,12.0,0.7902745212183951
98,15937,512602_bpc,512702_bpc,46.25,43.75,2.5,18.0,0.752989614562804
32451,31181,511402_bpc,513602_bpc,21.5,10.0,11.5,-18.0,0.9141184395721718
15660,5529,513103_mec,513403_mec,26.75,13.75,13.0,7.0,0.8585948689033047
16399,12938,509104_cec,508701_mpc,30.5,27.5,3.0,-1.0,0.8155455589299849
20579,28273,502202_bpc,502102_bpc,56.0,63.75,-7.75,16.0,0.9478302238683978
10979,23800,511603_mec,511202_bpc,35.0,43.75,-8.75,-1.0,0.6526770628180478
1613,2940,504903_mec,504401_mpc,57.75,66.75,-9.0,-1.0,0.9343294320333171
22391,5000,514801_mpc,507501_mpc,98.25,100.25,-2.0,-16.0,0.9621370651829766
23421,5351,505402_bpc,505902_bpc,32.5,38.75,-6.25,-26.0,0.8787232797243548
9554,14093,505301_mpc,505701_mpc,38.75,32.75,6.0,5.0,0.5140889297444174
27070,24491,512601_mpc,512502_bpc,36.25,31.5,4.75,7.0,0.8314621418692562
21325,13898,502505_hec,502702_bpc,23.25,13.75,9.5,-27.0,0.9117099044770403
20859,13341,501601_mpc,502101_mpc,40.75,37.5,3.25,26.0,0.8622975476944865
33665,25051,513704_cec,511702_bpc,5.5,0.0,5.5,-11.0,0.9678415533216838
12554,20050,503001_mpc,502701_mpc,57.5,47.5,10.0,13.0,0.850330792097013
8427,18844,501601_mpc,501801_mpc,57.5,52.5,5.0,-1.0,0.9511633178975184
14537,17784,508301_mpc,508702_bpc,20.0,0.25,19.75,-36.0,0.9308550998992949
25661,3625,508302_bpc,509202_bpc,65.5,63.5,2.0,0.0,0.9422058520207562
39363,13545,514702_bpc,512901_mpc,80.0,102.5,-22.5,14.0,0.9428391668159685
32649,8137,508201_mpc,507801_mpc,31.5,25.0,6.5,-29.0,0.9214303869071218
26713,12813,511702_bpc,511801_mpc,54.5,63.75,-9.25,-4.0,0.9133433149433878
15564,33141,512104_cec,513504_cec,2.75,15.25,-12.5,46.0,0.9788329348496136
22474,32514,503202_bpc,503102_bpc,22.75,26.25,-3.5,41.0,0.7822256562874275
16549,2331,506404_cec,507002_bpc,47.75,50.0,-2.25,-9.0,0.7873060202035561
21830,12606,513503_mec,513904_cec,20.5,11.25,9.25,-15.0,0.914724704375451
16619,22817,506802_bpc,506404_cec,23.0,11.5,11.5,14.0,0.8256148367702713
24602,24463,510102_bpc,512402_bpc,31.5,19.0,12.5,31.0,0.8145128512004474
15311,13445,514502_bpc,514302_bpc,38.0,33.25,4.75,12.0,0.8551384536179795
16964,38490,504903_mec,504904_cec,20.0,22.5,-2.5,0.0,0.9485060012762305
675,16953,506301_mpc,506201_mpc,58.75,55.0,3.75,-1.0,0.9787449813913596
37934,3802,506802_bpc,507002_bpc,55.0,69.5,-14.5,-3.0,0.8986011783522034
4170,24949,514501_mpc,514301_mpc,41.5,59.25,-17.75,-50.0,0.7407401338914437
13374,27401,512601_mpc,512702_bpc,25.0,17.75,7.25,24.0,0.840755708513936
14450,244,509302_bpc,509402_bpc,42.0,40.5,1.5,-1.0,0.9444640544401195
2833,2561,507402_bpc,508002_bpc,46.75,40.0,6.75,9.0,0.8863445570411635
12204,10877,503905_hec,504202_bpc,32.5,31.0,1.5,16.0,0.7362813872514762
30576,14386,507301_mpc,506904_cec,27.75,18.25,9.5,4.557129,0.8694823851434724
4138,37093,508002_bpc,505502_bpc,29.0,24.25,4.75,1.0,0.7392071729895425
20169,16662,506904_cec,506404_cec,18.75,12.75,6.0,8.0,0.945797251070658
10241,9172,508701_mpc,503002_bpc,14.75,7.5,7.25,17.0,0.9062949107183165
38252,19383,505402_bpc,505101_mpc,35.25,30.25,5.0,-17.0,0.7153520353738907
18350,36356,506202_bpc,513201_mpc,77.5,100.25,-22.75,2.0,0.9343477846662158
1582,17087,502802_bpc,503002_bpc,46.25,81.25,-35.0,0.0,0.7567257221540004
9739,36680,509302_bpc,509202_bpc,41.75,40.0,1.75,-21.0,0.8251404870906157
19310,6779,507904_cec,507601_mpc,18.75,10.0,8.75,24.0,0.9464488569788626
38266,18096,512901_mpc,512902_bpc,35.5,28.5,7.0,-1.4428711,0.7149652125302772
6192,1687,507801_mpc,508101_mpc,28.75,27.5,1.25,31.0,0.9447910040929114
2642,2902,507502_bpc,508002_bpc,35.5,36.25,-0.75,6.0,0.9311450590409757
18015,7539,512202_bpc,503202_bpc,58.75,90.0,-31.25,-12.0,0.8472103189912509
14421,23618,512104_cec,513704_cec,17.5,12.5,5.0,15.0,0.9654080770211202
35360,14059,507301_mpc,501601_mpc,67.5,105.25,-37.75,-1.0,0.9124813803247814
7571,6951,501904_cec,502004_cec,37.5,37.0,0.5,7.0,0.7347309318280398
32012,21820,511402_bpc,511201_mpc,71.25,60.0,11.25,11.0,0.9271542116451276
33220,37315,503302_bpc,511402_bpc,6.75,1.25,5.5,38.0,0.877605446130079
6230,30249,502004_cec,501602_bpc,27.5,28.5,-1.0,-5.0,0.9005920654594033
4103,37008,514202_bpc,513903_mec,12.5,20.25,-7.75,-12.0,0.9162327605926364
13415,10027,505402_bpc,505702_bpc,53.75,55.75,-2.0,7.0,0.9321128443849478
4737,4328,503802_bpc,503302_bpc,41.0,38.75,2.25,3.0,0.7714364122442666
14363,32814,503302_bpc,504002_bpc,37.75,33.75,4.0,4.0,0.7468907790594873
26029,14051,509201_mpc,508501_mpc,36.25,40.0,-3.75,7.0,0.7940451746887885
16589,4128,503301_mpc,502505_hec,21.25,8.75,12.5,25.0,0.8647021547326865
9373,14512,509001_mpc,509301_mpc,36.0,42.5,-6.5,-5.0,0.7642105782918965
11878,26575,512601_mpc,512702_bpc,35.75,36.75,-1.0,9.442871,0.8527215435451315
22509,3151,506903_mec,506404_cec,56.75,58.75,-2.0,-12.0,0.9045994829616628
32012,32139,511402_bpc,511202_bpc,71.25,77.75,-6.5,18.0,0.9869714196919787
25015,19244,509401_mpc,508502_bpc,78.0,62.5,15.5,6.0,0.9411406704434797
3892,12891,507401_mpc,507601_mpc,40.0,33.75,6.25,33.0,0.8540054813751696
24491,6510,512502_bpc,512702_bpc,31.5,23.75,7.75,-17.0,0.885131885771921
17242,31952,505102_bpc,502004_cec,36.75,35.0,1.75,2.0,0.6514608888188241
25990,36792,512801_mpc,506101_mpc,97.5,92.5,5.0,-10.0,0.9568256400452302
25480,31332,512701_mpc,512601_mpc,64.0,55.0,9.0,-19.0,0.9674159311908499
26945,4669,508201_mpc,507501_mpc,35.0,30.25,4.75,14.0,0.8362867998319967
13862,16733,504503_mec,504504_cec,22.75,27.0,-4.25,-1.5571289,0.8631140882093298
21681,9650,501502_bpc,501802_bpc,38.5,43.75,-5.25,1.0,0.817520556306985
24872,16571,511802_bpc,511702_bpc,35.0,35.25,-0.25,-7.0,0.8896448016031782
6868,30890,506802_bpc,507302_bpc,54.0,75.0,-21.0,-10.0,0.9066668731957935
17415,13228,514501_mpc,505301_mpc,78.75,94.0,-15.25,-8.0,0.9370514065716591
8526,37222,501903_mec,502005_hec,22.75,15.0,7.75,6.0,0.8348967922190217
9020,17343,513202_bpc,513404_cec,37.5,39.25,-1.75,35.0,0.7841741389326016
8986,3096,504702_bpc,504402_bpc,38.75,36.25,2.5,7.0,0.9644560384918619
28998,9463,514501_mpc,514402_bpc,7.5,18.75,-11.25,-24.557129,0.9139233074967649
23543,24805,501802_bpc,502102_bpc,40.0,38.75,1.25,-8.0,0.8629033062935121
4387,25878,514602_bpc,514802_bpc,58.75,59.5,-0.75,-2.0,0.918075405793983
29950,33568,513503_mec,511701_mpc,41.25,60.75,-19.5,4.0,0.6747278163095694
32844,31407,514202_bpc,513903_mec,47.5,50.0,-2.5,-1.0,0.9055699659682457
16248,34604,513903_mec,514202_bpc,20.25,20.0,0.25,-22.0,0.9559782322311485
4786,16708,503302_bpc,503601_mpc,56.25,85.0,-28.75,-12.0,0.8258087737461823
9172,14316,503002_bpc,502005_hec,7.5,5.75,1.75,-27.0,0.9208654552767906
31407,32887,513903_mec,513601_mpc,50.0,55.0,-5.0,5.0,0.8710361373725808
15912,505,509501_mpc,509001_mpc,58.0,78.0,-20.0,5.0,0.9346691055364063
34797,11640,512201_mpc,513201_mpc,60.5,95.5,-35.0,-12.0,0.8768889948117956
5377,5384,509002_bpc,509202_bpc,30.75,28.0,2.75,8.0,0.7176685180628887
27623,31529,514001_mpc,514002_bpc,9.0,9.25,-0.25,28.557129,0.9102298508236532
30354,21100,506404_cec,509502_bpc,20.25,6.25,14.0,21.0,0.77541237500992
12240,12511,506001_mpc,505401_mpc,20.5,20.75,-0.25,-9.0,0.8962425146252063
36684,16929,507002_bpc,507302_bpc,39.5,33.5,6.0,-17.0,0.7619088912112848
2833,15071,507402_bpc,507802_bpc,46.75,51.5,-4.75,-4.0,0.8801861111953951
23930,29757,514402_bpc,514502_bpc,18.75,19.0,-0.25,15.0,0.9259915324579864
25264,8281,501904_cec,502101_mpc,35.0,28.75,6.25,8.0,0.8163803886184948
5009,7452,502702_bpc,503002_bpc,46.75,42.75,4.0,15.0,0.8002026064903618
12839,29894,505301_mpc,505501_mpc,44.25,45.0,-0.75,-8.0,0.8900720924471772
25507,13898,502701_mpc,502702_bpc,24.5,13.75,10.75,-12.0,0.7765606652917396
17084,13311,501801_mpc,501903_mec,37.25,35.25,2.0,20.0,0.8208489828161144
11514,34949,509105_hec,505401_mpc,26.75,15.0,11.75,18.0,0.6534651550172532
5533,10294,507402_bpc,507602_bpc,52.5,49.5,3.0,-6.0,0.9445521471820596
31529,2821,514002_bpc,514202_bpc,9.25,8.75,0.5,-32.0,0.9620229389415949
14183,9230,508301_mpc,509301_mpc,39.0,38.75,0.25,-4.0,0.7948141706523698
14290,35442,512802_bpc,512901_mpc,55.25,73.5,-18.25,-4.0,0.9251459186857187
23998,32922,506602_bpc,507701_mpc,30.25,21.25,9.0,17.0,0.8338502976872451
19261,24897,503301_mpc,503201_mpc,58.75,70.0,-11.25,-19.0,0.9589963394217654
20234,10991,513704_cec,514002_bpc,33.75,26.25,7.5,9.0,0.6835886597481452
11097,15086,503602_bpc,503102_bpc,41.75,55.5,-13.75,-14.0,0.7707562616207616
585,30494,511802_bpc,513504_cec,26.25,16.5,9.75,21.0,0.7367689516591772
23519,1718,513104_cec,512801_mpc,40.25,42.5,-2.25,-11.0,0.48050692054053457
8427,13916,501601_mpc,501801_mpc,57.5,50.75,6.75,6.0,0.9401951800477486
19678,12884,505701_mpc,505401_mpc,48.75,58.5,-9.75,-8.0,0.8659863961726179
4107,8387,504202_bpc,503601_mpc,21.25,4.75,16.5,44.0,0.8331000660017436
15511,23414,509502_bpc,508802_bpc,30.0,28.25,1.75,-14.442871,0.8696436096827699
5878,13545,512701_mpc,512901_mpc,67.5,102.5,-35.0,-16.0,0.9138153477536084
3142,27609,512802_bpc,512902_bpc,45.0,60.0,-15.0,-39.0,0.8564316621488379
28239,7590,514702_bpc,514602_bpc,33.75,38.75,-5.0,-17.0,0.9111451600374433
20234,32298,513704_cec,510102_bpc,33.75,23.75,10.0,-6.0,0.6910546617050943
7755,11664,501903_mec,507001_mpc,20.75,16.25,4.5,-11.0,0.8972794551842037
19169,21261,514801_mpc,514601_mpc,48.75,63.75,-15.0,6.0,0.8151127028993886
4522,8337,505101_mpc,505502_bpc,21.75,19.75,2.0,36.0,0.9486877379470489
13693,34483,511702_bpc,501601_mpc,77.5,101.25,-23.75,-16.0,0.9354188472638025
12943,32721,502202_bpc,501601_mpc,49.0,62.5,-13.5,-51.0,0.8806512936451555
3977,11640,503801_mpc,513201_mpc,90.25,95.5,-5.25,10.0,0.9535918792139879
14035,10991,513602_bpc,514002_bpc,33.75,26.25,7.5,-6.0,0.7617942061019166
4056,18597,503201_mpc,503301_mpc,66.25,63.5,2.75,6.0,0.9439297373784071
12655,35351,505401_mpc,505702_bpc,30.0,27.5,2.5,23.0,0.8584442693870822
21361,4049,508904_cec,508903_mec,26.0,26.75,-0.75,5.0,0.8513995143636355
32288,17784,506302_bpc,508702_bpc,8.75,0.25,8.5,1.0,0.8707179100822972
23238,19358,505204_cec,506903_mec,30.0,25.75,4.25,-7.0,0.5593534334313524
7405,6276,503905_hec,503801_mpc,20.0,22.5,-2.5,-9.0,0.8096127969138633
29674,4735,504001_mpc,504201_mpc,25.0,15.5,9.5,10.557129,0.8021583664513658
249,10704,504904_cec,504503_mec,22.25,22.5,-0.25,-14.0,0.9335140473574296
15195,5168,509201_mpc,508501_mpc,34.0,28.5,5.5,5.0,0.8128433893057301
5820,4989,507201_mpc,506601_mpc,28.75,13.25,15.5,27.0,0.8237206358026221
39000,5021,509402_bpc,509002_bpc,31.25,33.5,-2.25,-4.0,0.8131235686198839
11153,7453,507002_bpc,506802_bpc,62.5,67.25,-4.75,5.0,0.9568931817171841
13091,38376,503801_mpc,503301_mpc,33.75,39.75,-6.0,23.0,0.7337822969606917
158,18707,512104_cec,511902_bpc,25.5,-2.75,28.25,-10.0,0.7513160165567138
6632,39002,501602_bpc,514002_bpc,11.25,-2.25,13.5,77.0,0.8645448156797739
7899,23192,514801_mpc,514901_mpc,36.25,28.75,7.5,67.0,0.8629736558097065
7482,22776,503101_mpc,504002_bpc,56.0,55.5,0.5,1.0,0.9124553871729508
14906,35039,506903_mec,506802_bpc,22.5,24.5,-2.0,33.0,0.9532091021054293
16728,11475,505602_bpc,505102_bpc,24.0,10.0,14.0,2.0,0.9308179301451776
20329,19175,514301_mpc,514502_bpc,41.25,45.5,-4.25,23.0,0.7576244447578665
16697,13710,507302_bpc,506702_bpc,32.5,25.25,7.25,-8.0,0.8595969873513125
23192,32477,514901_mpc,514902_bpc,28.75,33.0,-4.25,-40.0,0.8586413794192811
17380,3983,514601_mpc,514701_mpc,61.25,62.5,-1.25,1.0,0.981346692150996
24557,4484,511603_mec,511402_bpc,40.0,36.25,3.75,11.0,0.6940451053316384
15097,20336,509104_cec,508501_mpc,35.75,28.0,7.75,-54.0,0.683253848732898
30441,32281,504701_mpc,504402_bpc,31.25,36.25,-5.0,-2.0,0.7599091812426947
17847,29465,513602_bpc,514001_mpc,48.75,54.5,-5.75,2.0,0.7341077401374361
8349,25585,505402_bpc,505702_bpc,43.75,43.75,0.0,20.0,0.8691951942439052
21280,18905,513903_mec,513601_mpc,21.25,21.0,0.25,13.0,0.9061599819291035
15186,6803,513202_bpc,513404_cec,14.75,8.75,6.0,22.0,0.9268964269498072
21100,28048,509502_bpc,506101_mpc,6.25,10.0,-3.75,-23.0,0.9563207443237095
14649,12892,506404_cec,506904_cec,21.25,18.75,2.5,3.0,0.9289258944495346
36598,10183,504002_bpc,503302_bpc,55.0,72.75,-17.75,3.0,0.9176700213810461
27873,35113,513104_cec,511604_cec,38.75,41.25,-2.5,-34.0,0.6051431703519816
6058,11451,502005_hec,506903_mec,31.75,22.75,9.0,0.0,0.7077015504693024
27904,18320,514401_mpc,514501_mpc,31.5,37.5,-6.0,3.557129,0.8788035538153964
11155,3327,509502_bpc,509402_bpc,51.0,72.0,-21.0,-10.0,0.8783839616946303
10574,8340,501904_cec,502004_cec,27.25,17.75,9.5,15.0,0.7316380442379907
5376,3919,508101_mpc,507501_mpc,48.5,55.25,-6.75,-7.0,0.7920430350558074
16341,2897,509302_bpc,509402_bpc,30.0,22.75,7.25,-9.0,0.8115275432533361
21459,641,509501_mpc,508401_mpc,31.25,31.75,-0.5,-5.0,0.7786797722517401
3841,11128,508301_mpc,509401_mpc,30.5,26.75,3.75,11.0,0.8546171576964701
57,7371,512902_bpc,512901_mpc,48.5,43.75,4.75,9.557129,0.8020139896634725
27261,10402,513404_cec,514301_mpc,-2.5,7.5,-10.0,-22.0,0.9365993482316237
8532,23509,510102_bpc,513704_cec,17.5,3.75,13.75,-19.0,0.9407467368300663
18326,28425,513601_mpc,513903_mec,4.0,12.5,-8.5,-15.0,0.922603822974133
6355,2182,505902_bpc,506002_bpc,38.75,33.75,5.0,10.0,0.9002718516332617
7236,6253,506601_mpc,506404_cec,27.5,21.25,6.25,17.0,0.7677983806349117
19563,8517,514801_mpc,513103_mec,26.5,18.75,7.75,31.0,0.8867481566364998
25217,15040,508302_bpc,509105_hec,16.25,22.75,-6.5,-15.0,0.9127419678690566
7179,10089,502201_mpc,501601_mpc,44.5,57.75,-13.25,5.0,0.8322351112009144
4107,15161,504202_bpc,503904_cec,21.25,16.25,5.0,12.0,0.86286751540311
28192,14594,512202_bpc,512201_mpc,57.5,64.0,-6.5,45.0,0.8830300191844185
32794,1160,511202_bpc,511401_mpc,66.25,105.0,-38.75,-6.0,0.9532911625724176
