specification,college_code,value_added,std_error,t_value,p_value,ci_lower,ci_upper,sig,baseline_college
attempt_1,509104_cec,-6.467545796350284,1.5817887823111783,-4.088754370163406,4.336957917551426e-05,-9.567794840829661,-3.367296751870907,***,501502_bpc
attempt_1,505901_mpc,-6.545389257009128,1.6394819589786118,-3.9923521092521623,6.542113392420682e-05,-9.758714849910382,-3.3320636641078742,***,501502_bpc
attempt_1,503601_mpc,-6.616726465198242,1.5681439091966842,-4.219463804561026,2.4488403271368833e-05,-9.690232049799592,-3.5432208805968917,***,501502_bpc
attempt_1,508801_mpc,-6.711443431858488,1.4246133844589193,-4.711063018973076,2.464280134392074e-06,-9.503634357291682,-3.9192525064252925,***,501502_bpc
attempt_1,509401_mpc,-6.936298520603587,1.2952667100659767,-5.355112168558917,8.550335790414259e-08,-9.474974622706586,-4.397622418500588,***,501502_bpc
attempt_1,505502_bpc,-6.951185005128,1.4265061098421536,-4.872874330623908,1.0998619047026006e-06,-9.74708560414496,-4.15528440611104,***,501502_bpc
attempt_1,508502_bpc,-7.093484997693727,1.4653349679277394,-4.8408624327891765,1.292768458165581e-06,-9.965488760119252,-4.221481235268202,***,501502_bpc
attempt_1,508102_bpc,-7.1877446103529445,1.8773487975954748,-3.8286676506566453,0.00012883885234738713,-10.86728064005965,-3.5082085806462384,***,501502_bpc
attempt_1,508802_bpc,-7.264640270767394,1.5479539164096239,-4.693059782824313,2.6914879491813474e-06,-10.298574196657983,-4.230706344876806,***,501502_bpc
attempt_1,505801_mpc,-7.487322695768756,1.4925243103424564,-5.016549910701827,5.260761456434412e-07,-10.412616590090453,-4.56202880144706,***,501502_bpc
attempt_1,503904_cec,-7.701769911526943,1.4769847331936186,-5.214522356553915,1.8429147678165698e-07,-10.596606794301938,-4.80693302875195,***,501502_bpc
attempt_1,503602_bpc,-7.800889671235181,1.545732801834096,-5.04672583901888,4.494455590555193e-07,-10.830470292552198,-4.771309049918164,***,501502_bpc
attempt_1,515001_mpc,-7.840372021514192,1.7542592032025466,-4.469334980372877,7.846316667262823e-06,-11.278656879339115,-4.402087163689268,***,501502_bpc
attempt_1,506903_mec,-7.861754121057734,1.9493706212523192,-4.0329704548472,5.507620648509311e-05,-11.68245033123275,-4.041057910882718,***,501502_bpc
attempt_1,515002_bpc,-8.115278266442688,1.527807984652808,-5.31171347967976,1.085992541125499e-07,-11.109726891654915,-5.120829641230461,***,501502_bpc
attempt_1,508201_mpc,-8.140038369084195,1.5804191941355474,-5.1505565101268,2.5971466184397575e-07,-11.237603070065683,-5.042473668102707,***,501502_bpc
