college_stream,value_added,std_error,t_value,p_value,ci_lower,ci_upper,college_code,stream,sig
505801_mpc_mpc,2.164130086391957,0.9158141923544332,2.363066771031659,0.01812440376937469,0.36916725284663054,3.959092919937283,505801_mpc,mpc,*
509001_mpc_mpc,2.151299821467272,0.7797901794833012,2.7588188182784634,0.005801068790364644,0.6229391541819769,3.6796604887525666,509001_mpc,mpc,**
507802_bpc_bpc,2.1490921771536655,0.7283023697385261,2.950824089622596,0.0031692735961522415,0.7216457626109802,3.576538591696351,507802_bpc,bpc,**
501903_mec_mec,2.054512669998212,1.2316794270288909,1.6680579580306818,0.09530422194706849,-0.35953464747734376,4.468559987473768,501903_mec,mec,
511801_mpc_mpc,2.0349379436084774,0.9518310630773071,2.1379192406575207,0.032523298355940554,0.169383340610483,3.900492546606472,511801_mpc,mpc,*
513904_cec_cec,1.915132351434439,1.057848627772343,1.8104030209571629,0.07023331116876612,-0.15821286009447078,3.9884775629633484,513904_cec,cec,
509301_mpc_mpc,1.8470440716867702,0.750578692751665,2.4608266788328343,0.013861731251302686,0.37593686633035195,3.3181512770431887,509301_mpc,mpc,*
505204_cec_cec,1.7390909028942307,1.2862492470901854,1.3520636896997105,0.17635494175465594,-0.7819112965442934,4.260093102332755,505204_cec,cec,
503802_bpc_bpc,1.7137580702059871,0.9458602750760103,1.81185119553548,0.07000919214287672,-0.14009400335014166,3.567610143762116,503802_bpc,bpc,
509501_mpc_mpc,1.5319133486604462,0.8281841490839282,1.8497255113550863,0.06435312161670131,-0.09129775611100399,3.1551244534318963,509501_mpc,mpc,
508903_mec_mec,1.3948699494220367,1.1142012229902087,1.2519012909343166,0.2106058343219246,-0.7889243191692541,3.5786642180133272,508903_mec,mec,
502801_mpc_mpc,1.2318399053072262,0.718527636658431,1.7143946070550522,0.08645627831131683,-0.17644838443998045,2.640128195054433,502801_mpc,mpc,
507904_cec_cec,1.1690105156747135,1.2231227286351969,0.9557589670327983,0.33919402343093263,-1.2282659811226304,3.566287012472057,507904_cec,cec,
506001_mpc_mpc,0.7773061712685069,0.9772268375686307,0.7954204094542344,0.42636899167985476,-1.1380232350919828,2.6926355776289963,506001_mpc,mpc,
513601_mpc_mpc,0.6192692186137136,0.6811347796960461,0.9091728055496745,0.36325891653526154,-0.7157304182081607,1.954268855435588,513601_mpc,mpc,
508401_mpc_mpc,0.43921690223927284,0.7788331677042225,0.5639422156788195,0.5727934584783023,-1.0872680564262471,1.965701860904793,508401_mpc,mpc,
502702_bpc_bpc,0.25798729257094427,0.7950497968015366,0.32449199233660586,0.7455655837671765,-1.3002816750759558,1.8162562602178445,502702_bpc,bpc,
512601_mpc_mpc,0.23624824891890597,0.5953495386016464,0.3968227631011599,0.6914981634759497,-0.9306154049528597,1.4031119027906716,512601_mpc,mpc,
501502_bpc_bpc,0.0,,,,,,501502_bpc,bpc,
505601_mpc_mpc,-0.18338474791854958,0.9716081263164772,-0.18874353039202202,0.8502938323952398,-2.0877016825852883,1.7209321867481893,505601_mpc,mpc,
503202_bpc_bpc,-0.20698806019926352,0.7384805862399247,-0.28028910178014516,0.7792557113446706,-1.6543834125115415,1.2404072921130145,503202_bpc,bpc,
506602_bpc_bpc,-0.3343014719013871,0.9256518914694941,-0.36115247533354644,0.7179854670167533,-2.1485458414029743,1.4799428976002003,506602_bpc,bpc,
